genus	id
Lutibaculum	UP000017819_631454.fasta
Lutispora	UP000184442_1122184.fasta
Lyngbya	UP000000737_313612.fasta
Lysinibacillus	UP000029097_1473546.fasta
Lysobacter	UP000023435_1444315.fasta
Macellibacteroides	UP000094877_1857568.fasta
Macrococcus	UP000001383_458233.fasta
Mageeibacillus	UP000008234_699246.fasta
Magnetococcus	UP000002586_156889.fasta
Magnetospira	UP000032733_1288970.fasta
Magnetospirillum	UP000007058_342108.fasta
Magnetovibrio	UP000095347_28181.fasta
Mahella	UP000008457_697281.fasta
Malonomonas	UP000184171_1122189.fasta
Mameliella	UP000030960_561184.fasta
Mangrovibacter	UP000027726_1224318.fasta
Mangrovimonas	UP000028521_1197477.fasta
Mannheimia	UP000000607_221988.fasta
Maribacter	UP000001602_313603.fasta
Maribius	UP000184040_313368.fasta
Maricaulis	UP000001964_394221.fasta
Marichromatium	UP000005275_765910.fasta
Marinilactibacillus	UP000184433_1911586.fasta
Mariniphaga	UP000184164_1484053.fasta
Mariniradius	UP000010953_1239962.fasta
Marinithermus	UP000007030_869210.fasta
Marinitoga	UP000007161_443254.fasta
Marinobacterium	UP000028252_1232683.fasta
Marinobacter	UP000000998_351348.fasta
Marinomonas	UP000001062_717774.fasta
Marinosulfonomonas	UP000054415_1527300.fasta
Marinovum	UP000036352_988812.fasta
Mariprofundus	UP000005297_314345.fasta
Maritimibacter	UP000002931_314271.fasta
Marivirga	UP000008720_643867.fasta
Marivita	UP000184221_996342.fasta
Marmoricola	UP000051542_1736379.fasta
Martelella	UP000032611_1486262.fasta
Marvinbryantia	UP000005561_478749.fasta
Massilia	UP000009874_883126.fasta
Mastigocladus	UP000032368_1594576.fasta
Mastigocoleus	UP000053372_371196.fasta
Megamonas	UP000008806_657316.fasta
Megasphaera	UP000003195_706434.fasta
Meiothermus	UP000001916_526227.fasta
Melioribacter	UP000009011_1191523.fasta
Melissococcus	UP000008456_940190.fasta
Mesonia	UP000184225_579105.fasta
Mesoplasma	UP000006647_265311.fasta
Mesorhizobium	UP000003250_1107882.fasta
Mesotoga	UP000002881_660470.fasta
Methylacidiphilum	UP000004837_1156937.fasta
Methylibium	UP000000366_420662.fasta
Methylobacillus	UP000002440_265072.fasta
Methylobacterium	UP000001185_426117.fasta
Methylobacter	UP000004664_697282.fasta
Methylobrevis	UP000094622_1439726.fasta
Methyloceanibacter	UP000031643_1384459.fasta
Methylocella	UP000002257_395965.fasta
Methylococcus	UP000006821_243233.fasta
Methylocystis	UP000005263_187303.fasta
Methyloglobulus	UP000017842_1116472.fasta
Methyloligella	UP000095087_1177755.fasta
Methylomicrobium	UP000005090_686340.fasta
Methylomonas	UP000008888_857087.fasta
Methylophaga	UP000003544_1026882.fasta
Methylophilus	UP000050891_1736373.fasta
Methylosinus	UP000078138_980563.fasta
Methylotenera	UP000000383_666681.fasta
Methylothermaceae	UP000074680_1798802.fasta
Methyloversatilis	UP000094168_1842540.fasta
Methylovorus	UP000002743_582744.fasta
Micavibrio	UP000009286_856793.fasta
Microbacterium	UP000004547_1160710.fasta
Microbispora	UP000018869_316330.fasta
Microbulbifer	UP000054457_1685377.fasta
Micrococcus	UP000000738_465515.fasta
Microcoleus	UP000010471_1173027.fasta
Microcystis	UP000001510_449447.fasta
Microgenomates	UP000033877_1618513.fasta
Microlunatus	UP000007947_1032480.fasta
Micromonospora	UP000001908_644283.fasta
Microscilla	UP000004095_313606.fasta
Microterricola	UP000058305_412690.fasta
Microvirga	UP000003947_864069.fasta
Midichloria	UP000006639_696127.fasta
Minicystis	UP000185464_888845.fasta
Mitsuaria	UP000078154_1658665.fasta
Mitsuokella	UP000003671_500635.fasta
Mobilicoccus	UP000004367_1089455.fasta
Mobiluncus	UP000003045_871571.fasta
Modestobacter	UP000006461_477641.fasta
Moellerella	UP000053226_1354267.fasta
Mogibacterium	UP000003142_936375.fasta
Moorea	UP000003959_489825.fasta
Moorella	UP000007053_264732.fasta
Moranella	UP000000504_903503.fasta
Moraxella	UP000000930_1236608.fasta
Morganella	UP000011834_1124991.fasta
Moritella	UP000032438_80854.fasta
Mucilaginibacter	UP000002774_714943.fasta
Mucinivorans	UP000027616_1433126.fasta
Mucispirillum	UP000017429_1379858.fasta
Mumia	UP000031002_1348852.fasta
Muribacter	UP000036270_67855.fasta
Muricauda	UP000008908_886377.fasta
Mycobacterium	UP000000580_262316.fasta
Mycoplasma	UP000000528_272635.fasta
Myroides	UP000005785_929704.fasta
Myxococcus	UP000002402_246197.fasta
Nakamurella	UP000002218_479431.fasta
Natranaerobius	UP000001683_457570.fasta
Nautilia	UP000000448_598659.fasta
Negativicoccus	UP000018840_1403945.fasta
Neisseria	UP000000425_122586.fasta
Neochlamydia	UP000031344_1478175.fasta
Neomicrococcus	UP000183530_556325.fasta
Neorickettsia	UP000001942_222891.fasta
Neosynechococcus	UP000030170_1497020.fasta
Neptuniibacter	UP000002171_207954.fasta
Nereida	UP000048949_282199.fasta
Nesterenkonia	UP000022206_652017.fasta
Niabella	UP000003586_929713.fasta
Niastella	UP000005438_700598.fasta
Nitratifractor	UP000008633_749222.fasta
Nitratireductor	UP000004622_1189611.fasta
Nitratiruptor	UP000001118_387092.fasta
Nitrincola	UP000019464_1229521.fasta
Nitritalea	UP000005551_1189621.fasta
Nitrobacter	UP000001953_323097.fasta
Nitrococcus	UP000003374_314278.fasta
Nitrolancea	UP000004221_1129897.fasta
Nitrosococcus	UP000001844_472759.fasta
Nitrosomonas	UP000000501_261292.fasta
Nitrosospira	UP000002718_323848.fasta
Nitrosovibrio	UP000183249_1855339.fasta
Nitrospina	UP000011704_1266370.fasta
Nitrospira	UP000069205_42253.fasta
Nitrospirillum	UP000018435_1003237.fasta
Nocardia	UP000006304_1133849.fasta
Nocardioides	UP000000640_196162.fasta
Nocardiopsis	UP000002219_446468.fasta
Nodularia	UP000019325_313624.fasta
Nonlabens	UP000011173_592029.fasta
Nostoc	UP000001191_63737.fasta
Noviherbaspirillum	UP000051303_1736487.fasta
Novosphingobium	UP000004030_1088721.fasta
Oblitimonas	UP000063953_1697053.fasta
Oceanibaculum	UP000006746_1207063.fasta
Oceanibulbus	UP000003257_391624.fasta
Oceanicaulis	UP000006011_314254.fasta
Oceanicola	UP000003635_314256.fasta
Oceanimonas	UP000007742_511062.fasta
Oceaniovalibus	UP000006765_1231392.fasta
Oceanithermus	UP000008722_670487.fasta
Oceanobacillus	UP000000822_221109.fasta
Oceanobacter	UP000077099_1822250.fasta
Ochrobactrum	UP000002301_439375.fasta
Octadecabacter	UP000005307_391626.fasta
Odoribacter	UP000006657_709991.fasta
Oenococcus	UP000000774_203123.fasta
Oerskovia	UP000051694_1736607.fasta
Oleiagrimonas	UP000029708_1543381.fasta
Oleiphilus	UP000077127_1822219.fasta
Oleispira	UP000032749_698738.fasta
Oligella	UP000029629_1401065.fasta
Oligotropha	UP000007730_504832.fasta
Olsenella	UP000000333_633147.fasta
Omnitrophica	UP000050824_1703776.fasta
Onion	UP000002523_262768.fasta
Opitutus	UP000007013_452637.fasta
Orenia	UP000093514_1413210.fasta
Oribacterium	UP000004121_585501.fasta
Orientia	UP000001565_357244.fasta
Ornatilinea	UP000050417_1134406.fasta
Ornithinibacillus	UP000183988_930117.fasta
Ornithobacterium	UP000006051_867902.fasta
Orrella	UP000078558_1851544.fasta
Oscillatoriales	UP000001332_864702.fasta
Oscillatoria	UP000004532_272129.fasta
Oscillibacter	UP000005219_693746.fasta
Oscillochloris	UP000054010_765420.fasta
Osedax	UP000014822_1330036.fasta
Ottowia	UP000056623_1658672.fasta
Owenweeksia	UP000005631_926562.fasta
Oxalobacter	UP000005089_556269.fasta
Oxobacter	UP000050326_36849.fasta
Pacificimonas	UP000011717_1234595.fasta
Paenarthrobacter	UP000000637_290340.fasta
Paenibacillus	UP000002510_324057.fasta
Paeniclostridium	UP000015748_1292036.fasta
Paeniglutamicibacter	UP000012015_1276920.fasta
Paenirhodobacter	UP000028824_1105367.fasta
Paenisporosarcina	UP000014412_1078085.fasta
Paludibacter	UP000008718_694427.fasta
Pandoraea	UP000018548_93220.fasta
Pannonibacter	UP000064921_121719.fasta
Pantoea	UP000001624_592316.fasta
Parabacteroides	UP000000566_435591.fasta
Paraburkholderia	UP000001192_391038.fasta
Parachlamydia	UP000000495_765952.fasta
Paracoccus	UP000000361_318586.fasta
Paraglaciecola	UP000006327_493475.fasta
Paramesorhizobium	UP000070107_1494590.fasta
Paraprevotella	UP000017958_1263095.fasta
Pararhizobium	UP000093111_1612624.fasta
Pararhodospirillum	UP000033220_1150469.fasta
Parascardovia	UP000004946_864564.fasta
Parasporobacterium	UP000184342_1122934.fasta
Parasutterella	UP000018034_1263099.fasta
Parcubacteria	UP000033816_1618836.fasta
Parvibaculum	UP000006377_402881.fasta
Parvimonas	UP000031386_33033.fasta
Parvularcula	UP000001302_314260.fasta
Pasteurella	UP000000809_272843.fasta
Patulibacter	UP000005143_1097667.fasta
Paucibacter	UP000056576_1768242.fasta
Pectobacterium	UP000007966_218491.fasta
Pediococcus	UP000000773_278197.fasta
Pedobacter	UP000000852_485917.fasta
Pedosphaera	UP000003688_320771.fasta
Pelagibaca	UP000006230_314265.fasta
Pelagibacterium	UP000008850_1082931.fasta
Pelagibacter	UP000002528_335992.fasta
Pelistega	UP000018766_1414851.fasta
Pelobacter	UP000002534_338963.fasta
Pelodictyon	UP000002724_324925.fasta
Pelomonas	UP000051648_1736464.fasta
Pelosinus	UP000004324_1149862.fasta
Pelotomaculum	UP000006556_370438.fasta
Peptoanaerobacter	UP000005244_796937.fasta
Peptoclostridium	UP000001978_272563.fasta
Peptoniphilus	UP000003280_862517.fasta
Peptostreptococcus	UP000003244_596315.fasta
Persephonella	UP000001366_123214.fasta
Petrimonas	UP000178485_1642646.fasta
Phaeobacter	UP000002914_391619.fasta
Phaeodactylibacter	UP000029736_1524460.fasta
Phaeospirillum	UP000004169_1150626.fasta
Phascolarctobacterium	UP000004923_626939.fasta
Phenylobacterium	UP000001868_450851.fasta
Phormidesmis	UP000050465_1666911.fasta
Phormidium	UP000050461_1666905.fasta
Photobacterium	UP000000593_298386.fasta
Photorhabdus	UP000002514_243265.fasta
Phycicoccus	UP000050906_1736414.fasta
Phycisphaera	UP000007881_1142394.fasta
Phyllobacterium	UP000007283_1144343.fasta
Phytoplasma	UP000002020_482235.fasta
Pirellula	UP000001887_530564.fasta
Piscirickettsia	UP000029541_1238.fasta
Planctomyces	UP000076318_1632864.fasta
Planctopirus	UP000002220_521674.fasta
Planktomarina	UP000028680_666509.fasta
Planktotalea	UP000184514_696762.fasta
Planktothrix	UP000027395_388467.fasta
Planococcus	UP000031496_1526927.fasta
Planomonospora	UP000077701_161355.fasta
Plantibacter	UP000051200_1736333.fasta
Plautia	UP000016901_891974.fasta
Pleomorphobacterium	UP000184066_1234555.fasta
Plesiocystis	UP000005801_391625.fasta
Plesiomonas	UP000014012_1315976.fasta
Pleurocapsa	UP000010382_118163.fasta
Pluralibacter	UP000036196_61647.fasta
Polaribacter	UP000003053_313594.fasta
Polaromonas	UP000000644_365044.fasta
Polyangium	UP000035352_413882.fasta
Polymorphum	UP000008130_991905.fasta
Polynucleobacter	UP000000231_312153.fasta
Pontibacillus	UP000030147_1385514.fasta
Pontibacter	UP000003746_1144253.fasta
Ponticoccus	UP000054396_1685382.fasta
Porphyrobacter	UP000030988_1572751.fasta
Porphyromonas	UP000000588_242619.fasta
Pragia	UP000068021_82985.fasta
Prauserella	UP000031395_1515610.fasta
Prevotella	UP000000927_264731.fasta
Prochlorococcus	UP000000788_93059.fasta
Prochlorothrix	UP000034681_317619.fasta
Propionibacterium	UP000000603_267747.fasta
Propionimicrobium	UP000014417_883161.fasta
Propionispora	UP000041641_1677858.fasta
Prosthecochloris	UP000002725_290512.fasta
Prosthecomicrobium	UP000048984_665126.fasta
Proteiniborus	UP000185208_1889883.fasta
Proteiniphilum	UP000053860_294710.fasta
Proteus	UP000006464_471881.fasta
Protochlamydia	UP000000529_264201.fasta
Providencia	UP000003321_521000.fasta
Pseudacidovorax	UP000072741_433924.fasta
Pseudanabaena	UP000010386_82654.fasta
Pseudoalteromonas	UP000001981_342610.fasta
Pseudobutyrivibrio	UP000184185_1123012.fasta
Pseudoflavonifractor	UP000003639_411467.fasta
Pseudoglutamicibacter	UP000053528_1401063.fasta
Pseudogulbenkiania	UP000001274_748280.fasta
Pseudohaliea	UP000029640_1265313.fasta
Pseudohongiella	UP000065641_1249552.fasta
Pseudolabrys	UP000051186_1736466.fasta
Pseudomonas	UP000000229_399739.fasta
Pseudonocardia	UP000007809_675635.fasta
Pseudooceanicola	UP000004318_252305.fasta
Pseudopedobacter	UP000000310_762903.fasta
Pseudopelagicola	UP000183982_1470563.fasta
Pseudopropionibacterium	UP000003118_767029.fasta
Pseudoramibacter	UP000004754_887929.fasta
Pseudorhizobium	UP000052187_1509405.fasta
Pseudorhodoferax	UP000051560_1736316.fasta
Pseudothermotoga	UP000002016_416591.fasta
Pseudovibrio	UP000005634_911045.fasta
Pseudoxanthomonas	UP000005870_1045855.fasta
Pseudozobellia	UP000184543_192903.fasta
Psychrobacillus	UP000051878_1712028.fasta
Psychrobacter	UP000000546_259536.fasta
Psychroflexus	UP000008514_313595.fasta
Psychromonas	UP000000639_357804.fasta
Puniceibacterium	UP000036046_1618204.fasta
Puniceispirillum	UP000007460_488538.fasta
Pusillimonas	UP000008737_1007105.fasta
Pyramidobacter	UP000006462_352165.fasta
Pyrinomonas	UP000031518_454194.fasta
Rahnella	UP000009010_745277.fasta
Ralstonia	UP000001436_267608.fasta
Ramlibacter	UP000008385_365046.fasta
Raoultella	UP000032530_575.fasta
Raphidiopsis	UP000052137_533247.fasta
Rathayibacter	UP000050868_1736327.fasta
Reichenbachiella	UP000184474_156994.fasta
Reinekea	UP000005953_314283.fasta
Renibacterium	UP000002007_288705.fasta
Rheinheimera	UP000004282_506534.fasta
Rhizobacter	UP000051195_1736511.fasta
Rhizobium	UP000000552_266835.fasta
Rhodanobacter	UP000003226_1163407.fasta
Rhodobacter	UP000002361_272942.fasta
Rhodococcus	UP000002204_234621.fasta
Rhodoferax	UP000008332_338969.fasta
Rhodoluna	UP000067708_529884.fasta
Rhodomicrobium	UP000001399_648757.fasta
Rhodonellum	UP000016843_1123057.fasta
Rhodopirellula	UP000001025_243090.fasta
Rhodoplanes	UP000070354_674703.fasta
Rhodopseudomonas	UP000001426_258594.fasta
Rhodospirillum	UP000001591_414684.fasta
Rhodothermus	UP000002221_518766.fasta
Rhodovulum	UP000002930_1187851.fasta
Richelia	UP000019767_1164990.fasta
Rickettsia	UP000002480_272947.fasta
Rickettsiella	UP000054075_59196.fasta
Riemerella	UP000006276_1228997.fasta
Riesia	UP000001700_515618.fasta
Rivularia	UP000010380_373994.fasta
Robiginitalea	UP000009049_313596.fasta
Robinsoniella	UP000036477_1504536.fasta
Roseateles	UP000060699_76731.fasta
Roseburia	UP000008178_585394.fasta
Roseibacterium	UP000019593_1294273.fasta
Roseibium	UP000005735_744980.fasta
Roseiflexus	UP000006554_357808.fasta
Roseivirga	UP000075583_279360.fasta
Roseivivax	UP000019063_1317118.fasta
Roseobacter	UP000002944_391589.fasta
Roseofilum	UP000183940_1925591.fasta
Roseomonas	UP000005324_525371.fasta
Roseovarius	UP000005954_89187.fasta
Rothia	UP000000387_762948.fasta
Rubellimicrobium	UP000015346_1123069.fasta
Rubidibacter	UP000016960_582515.fasta
Rubinisphaera	UP000006860_756272.fasta
Rubritalea	UP000184510_1123071.fasta
Rubrivivax	UP000007883_983917.fasta
Rubrobacter	UP000006637_266117.fasta
Ruegeria	UP000000636_292414.fasta
Rufibacter	UP000036458_1379910.fasta
Rugosibacter	UP000061603_1565605.fasta
Ruminiclostridium	UP000092525_1834198.fasta
Ruminococcus	UP000003254_471875.fasta
Rummeliibacillus	UP000076021_241244.fasta
Runella	UP000000493_761193.fasta
Ruthia	UP000002587_413404.fasta
Saccharibacillus	UP000053380_915437.fasta
Saccharibacter	UP000027590_1343158.fasta
Saccharicrinis	UP000019402_869213.fasta
Saccharomonospora	UP000000841_471857.fasta
Saccharophagus	UP000001947_203122.fasta
Saccharopolyspora	UP000006728_405948.fasta
Saccharothrix	UP000006281_1179773.fasta
Sagittula	UP000005713_388399.fasta
Salegentibacter	UP000051643_270918.fasta
Salimicrobium	UP000011746_1230341.fasta
Salinibacter	UP000008674_309807.fasta
Salinicoccus	UP000034029_407035.fasta
Salinisphaera	UP000006242_1033802.fasta
Salinispira	UP000018680_1307761.fasta
Salinispora	UP000000235_369723.fasta
Salinivibrio	UP000033449_1406902.fasta
Salinivirga	UP000064893_1307839.fasta
Salipiger	UP000015347_1123237.fasta
Salmonella	UP000001014_99287.fasta
Sandaracinus	UP000034883_927083.fasta
Sanguibacteroides	UP000031980_1547597.fasta
Sanguibacter	UP000000322_446469.fasta
Saprospira	UP000007519_984262.fasta
Scardovia	UP000005777_641146.fasta
Schleiferia	UP000028720_1453500.fasta
Schwartzia	UP000184404_1123243.fasta
Scytonema	UP000031532_1245923.fasta
Sebaldella	UP000000845_526218.fasta
Sedimenticola	UP000034410_1543721.fasta
Sediminicola	UP000063759_1453352.fasta
Sediminispirochaeta	UP000002318_573413.fasta
Segniliparus	UP000002247_640132.fasta
Seinonella	UP000184476_112248.fasta
Selenomonas	UP000003701_585503.fasta
Serinicoccus	UP000092482_1758689.fasta
Serratia	UP000005723_667129.fasta
Shewanella	UP000000684_318167.fasta
Shigella	UP000002716_300267.fasta
Shimia	UP000037951_1389006.fasta
Shimwellia	UP000001955_630626.fasta
Shuttleworthia	UP000003494_626523.fasta
Siansivirga	UP000032229_1454006.fasta
Sideroxydans	UP000001625_580332.fasta
Simiduia	UP000000466_1117647.fasta
Simkania	UP000000496_331113.fasta
Simonsiella	UP000017813_641147.fasta
Singulisphaera	UP000010798_886293.fasta
Sinomonas	UP000030982_1338436.fasta
Sinorhizobium	UP000001054_394.fasta
Skermanella	UP000019486_1385369.fasta
Slackia	UP000002026_471855.fasta
Smithella	UP000029283_1499107.fasta
Sneathia	UP000033103_187101.fasta
Snodgrassella	UP000019668_1196094.fasta
Sodalis	UP000001932_343509.fasta
Solemya	UP000030856_2340.fasta
Solibacillus	UP000006691_1002809.fasta
Solibacter	UP000000671_234267.fasta
Solirubrum	UP000054223_1751427.fasta
Solitalea	UP000007590_929556.fasta
Solobacterium	UP000004097_706433.fasta
Sorangium	UP000002139_448385.fasta
Sphaerobacter	UP000002027_479434.fasta
Sphaerochaeta	UP000005632_158190.fasta
Sphaerotilus	UP000026714_1286631.fasta
Sphingobacterium	UP000006258_525373.fasta
Sphingobium	UP000001275_627192.fasta
Sphingomonas	UP000001989_392499.fasta
Sphingopyxis	UP000006578_317655.fasta
Sphingorhabdus	UP000073959_1806885.fasta
Spiribacter	UP000017881_1260251.fasta
Spirochaeta	UP000007254_869211.fasta
Spiroplasma	UP000004057_570509.fasta
Spirosoma	UP000002028_504472.fasta
Spongiibacterium	UP000184532_570519.fasta
Spongiibacter	UP000035013_1620392.fasta
Sporanaerobacter	UP000179042_1891289.fasta
Sporobacter	UP000183995_1123282.fasta
Sporocytophaga	UP000030185_153721.fasta
Sporolactobacillus	UP000018296_1395513.fasta
Sporomusa	UP000049855_411922.fasta
Sporosarcina	UP000005316_1027292.fasta
Stackebrandtia	UP000000844_446470.fasta
Stanieria	UP000010473_111780.fasta
Staphylococcus	UP000000444_396513.fasta
Starkeya	UP000006633_639283.fasta
Stenotrophomonas	UP000050940_659018.fasta
Steroidobacter	UP000070250_465721.fasta
Stigmatella	UP000001351_378806.fasta
Stomatobaculum	UP000018466_796942.fasta
Streptoalloteichus	UP000184501_2017.fasta
Streptobacillus	UP000002072_519441.fasta
Streptococcus	UP000000243_391295.fasta
Streptomonospora	UP000031675_183763.fasta
Streptomyces	UP000000377_749414.fasta
Streptosporangium	UP000002029_479432.fasta
Subdoligranulum	UP000003438_411471.fasta
Succinatimonas	UP000018241_1262974.fasta
Sulcia	UP000000781_444179.fasta
Sulfitobacter	UP000027337_83219.fasta
Sulfobacillus	UP000000291_1051632.fasta
Sulfuricella	UP000015559_1163617.fasta
Sulfuricurvum	UP000029313_1537917.fasta
Sulfurihydrogenibium	UP000001201_436114.fasta
Sulfurimonas	UP000002714_326298.fasta
Sulfuritalea	UP000031637_1223802.fasta
Sulfurospirillum	UP000002222_525898.fasta
Sulfurovum	UP000003180_1165841.fasta
Sutterella	UP000004956_762967.fasta
Symbiobacterium	UP000000417_292459.fasta
Synechococcus	UP000001115_316278.fasta
Synechocystis	UP000001425_1111708.fasta
Synergistes	UP000003380_457415.fasta
Syntrophaceticus	UP000046155_499207.fasta
Syntrophobacter	UP000001784_335543.fasta
Syntrophobotulus	UP000007488_645991.fasta
Syntrophomonas	UP000001968_335541.fasta
Syntrophothermus	UP000000378_643648.fasta
Syntrophus	UP000001933_56780.fasta
Tamlana	UP000032361_1382798.fasta
Tangfeifania	UP000184050_1168035.fasta
Tannerella	UP000005436_203275.fasta
Tanticharoenia	UP000032679_1231623.fasta
Tardiphaga	UP000076574_943830.fasta
Tateyamaria	UP000031171_1577905.fasta
Tatlockia	UP000032414_451.fasta
Tatumella	UP000028602_1005995.fasta
Taylorella	UP000007472_937774.fasta
Tenacibaculum	UP000061908_669041.fasta
Tepidanaerobacter	UP000010802_1209989.fasta
Tepidibacillus	UP000070352_1413211.fasta
Tepidicaulis	UP000028702_1333998.fasta
Tepidimonas	UP000091969_1101373.fasta
Tepidiphilus	UP000182108_876478.fasta
Terasakiispira	UP000094291_197479.fasta
Teredinibacter	UP000009080_377629.fasta
Terrabacter	UP000033603_1619947.fasta
Terribacillus	UP000027980_586416.fasta
Terriglobus	UP000006056_926566.fasta
Terrimicrobium	UP000076023_690879.fasta
Terrisporobacter	UP000031189_1577792.fasta
Tessaracoccus	UP000093501_1427523.fasta
Tetragenococcus	UP000002663_945021.fasta
Tetrasphaera	UP000013167_1193181.fasta
Thalassobacter	UP000029829_1225651.fasta
Thalassobium	UP000004701_633131.fasta
Thalassobius	UP000051184_1715690.fasta
Thalassolituus	UP000011866_1298593.fasta
Thalassomonas	UP000032568_485447.fasta
Thalassospira	UP000007127_1123366.fasta
Thalassotalea	UP000029848_1535422.fasta
Thauera	UP000002186_85643.fasta
Thermacetogenium	UP000000467_1089553.fasta
Thermaerobacter	UP000008915_644966.fasta
Thermanaerothrix	UP000050544_869279.fasta
Thermanaerovibrio	UP000002030_525903.fasta
Thermincola	UP000002377_635013.fasta
Thermoactinomyces	UP000029276_1535750.fasta
Thermoanaerobacterium	UP000006178_1094508.fasta
Thermoanaerobacter	UP000002156_340099.fasta
Thermoanaerobaculum	UP000027284_1312852.fasta
Thermobacillus	UP000010795_717605.fasta
Thermobaculum	UP000000323_525904.fasta
Thermobifida	UP000000434_269800.fasta
Thermobispora	UP000006640_469371.fasta
Thermobrachium	UP000014923_941824.fasta
Thermocrinis	UP000002043_638303.fasta
Thermodesulfatator	UP000006793_667014.fasta
Thermodesulfobacterium	UP000006583_795359.fasta
Thermodesulfobium	UP000011765_747365.fasta
Thermodesulfovibrio	UP000000718_289376.fasta
Thermomicrobium	UP000000447_309801.fasta
Thermomonospora	UP000001918_471852.fasta
Thermosediminibacter	UP000000272_555079.fasta
Thermosinus	UP000005139_401526.fasta
Thermosipho	UP000001110_391009.fasta
Thermosulfidibacter	UP000063234_1298851.fasta
Thermosulfurimonas	UP000078390_999894.fasta
Thermosynechococcus	UP000000440_197221.fasta
Thermotalea	UP000070456_520762.fasta
Thermotoga	UP000008183_243274.fasta
Thermovenabulum	UP000075737_520767.fasta
Thermovibrio	UP000006362_648996.fasta
Thermovirga	UP000005868_580340.fasta
Thermus	UP000000532_300852.fasta
Thioalkalimicrobium	UP000005380_717772.fasta
Thioalkalivibrio	UP000002383_396588.fasta
Thiobacillus	UP000008291_292415.fasta
Thiocapsa	UP000005459_768671.fasta
Thioclava	UP000027471_1353528.fasta
Thiocystis	UP000006062_765911.fasta
Thioflavicoccus	UP000010816_765912.fasta
Thiohalorhabdus	UP000053476_381306.fasta
Thiolapillus	UP000031631_1076588.fasta
Thiomicrospira	UP000002713_317025.fasta
Thiomonas	UP000002185_75379.fasta
Thioploca	UP000031623_40754.fasta
Thiorhodococcus	UP000004200_765913.fasta
Thiorhodospira	UP000003058_765914.fasta
Thiorhodovibrio	UP000002964_631362.fasta
Thiothrix	UP000005317_870187.fasta
Thiovulum	UP000005330_1177931.fasta
Tissierella	UP000184114_1123404.fasta
Tistrella	UP000005258_1110502.fasta
Tolumonas	UP000009073_595494.fasta
Tolypothrix	UP000029738_1479485.fasta
Treponema	UP000000503_744872.fasta
Trichococcus	UP000076878_640938.fasta
Trichodesmium	UP000008878_203124.fasta
Tropheryma	UP000002200_203267.fasta
Tropicibacter	UP000052022_928856.fasta
Truepera	UP000000379_649638.fasta
Trueperella	UP000054404_59561.fasta
Tsukamurella	UP000001213_521096.fasta
Tumebacillus	UP000027931_1157490.fasta
Turicella	UP000006078_883169.fasta
Turicibacter	UP000002938_702450.fasta
Turneriella	UP000006048_869212.fasta
Ulvibacter	UP000077013_1763537.fasta
Ureaplasma	UP000000423_273119.fasta
Vagococcus	UP000018126_1408226.fasta
Varibaculum	UP000018843_1403948.fasta
Variovorax	UP000035170_34073.fasta
Veillonella	UP000007968_479436.fasta
Ventosimonas	UP000072660_1680762.fasta
Verminephrobacter	UP000000374_391735.fasta
Verrucomicrobia	UP000051220_1655635.fasta
Verrucosispora	UP000008308_263358.fasta
Vibrio	UP000000537_312309.fasta
Virgibacillus	UP000027985_403957.fasta
Viridibacillus	UP000019062_1227360.fasta
Vogesella	UP000054352_1526735.fasta
Vulgatibacter	UP000055590_1391653.fasta
Waddlia	UP000001505_716544.fasta
Weeksella	UP000008641_865938.fasta
Weissella	UP000004528_585506.fasta
Wenxinia	UP000035100_1123501.fasta
Wenyingzhuangia	UP000092967_1790137.fasta
Wenzhouxiangella	UP000066624_1579979.fasta
Wigglesworthia	UP000000562_36870.fasta
Williamsia	UP000018666_1313067.fasta
Winogradskyella	UP000014962_641526.fasta
Woeseia	UP000092695_1548547.fasta
Wohlfahrtiimonas	UP000011617_1261130.fasta
Wolbachia	UP000000534_292805.fasta
Wolinella	UP000000422_273121.fasta
Xanthobacter	UP000002417_78245.fasta
Xanthomarina	UP000012024_1137281.fasta
Xanthomonas	UP000001010_190485.fasta
Xenococcus	UP000011203_102125.fasta
Xenorhabdus	UP000002045_406818.fasta
Xylanimonas	UP000002255_446471.fasta
Xylella	UP000000812_160492.fasta
Xylophilus	UP000051325_1735686.fasta
Yangia	UP000092483_1792508.fasta
Yersinia	UP000000815_632.fasta
Yokenella	UP000003044_1002368.fasta
Yonghaparkia	UP000051768_1736516.fasta
Youngiibacter	UP000017747_994573.fasta
Zhouia	UP000018850_1286632.fasta
Zinderia	UP000001303_871271.fasta
Zobellia	UP000008898_63186.fasta
Zunongwangia	UP000001654_655815.fasta
Zymomonas	UP000001173_264203.fasta
