alignment model score count replica lf domain
NWSn G_model 200 167 0 100 0
NWSn G_model 210 73 0 100 0
NWSn G_model 220 102 0 100 0
NWSn G_model 230 170 0 100 0
NWSn G_model 240 239 0 100 0
NWSn G_model 250 338 0 100 0
NWSn G_model 260 434 0 100 0
NWSn G_model 270 648 0 100 0
NWSn G_model 280 1067 0 100 0
NWSn G_model 290 1132 0 100 0
NWSn G_model 300 6895 0 100 0
NWSn G_model 310 3339 0 100 0
NWSn G_model 320 4005 0 100 0
NWSn G_model 330 5601 0 100 0
NWSn G_model 340 6998 0 100 0
NWSn G_model 350 9341 0 100 0
NWSn G_model 360 12127 0 100 0
NWSn G_model 370 15224 0 100 0
NWSn G_model 380 21885 0 100 0
NWSn G_model 390 23051 0 100 0
NWSn G_model 400 104064 0 100 0
NWSn G_model 410 44317 0 100 0
NWSn G_model 420 50497 0 100 0
NWSn G_model 430 66022 0 100 0
NWSn G_model 440 75238 0 100 0
NWSn G_model 450 94107 0 100 0
NWSn G_model 460 112645 0 100 0
NWSn G_model 470 134262 0 100 0
NWSn G_model 480 174703 0 100 0
NWSn G_model 490 176914 0 100 0
NWSn G_model 500 648797 0 100 0
NWSn G_model 510 249629 0 100 0
NWSn G_model 520 269892 0 100 0
NWSn G_model 530 332212 0 100 0
NWSn G_model 540 358215 0 100 0
NWSn G_model 550 431281 0 100 0
NWSn G_model 560 481931 0 100 0
NWSn G_model 570 545298 0 100 0
NWSn G_model 580 658778 0 100 0
NWSn G_model 590 635176 0 100 0
NWSn G_model 600 2070862 0 100 0
NWSn G_model 610 728403 0 100 0
NWSn G_model 620 759869 0 100 0
NWSn G_model 630 893146 0 100 0
NWSn G_model 640 927512 0 100 0
NWSn G_model 650 1071547 0 100 0
NWSn G_model 660 1139673 0 100 0
NWSn G_model 670 1239725 0 100 0
NWSn G_model 680 1421581 0 100 0
NWSn G_model 690 1314487 0 100 0
NWSn G_model 700 3991881 0 100 0
NWSn G_model 710 1282202 0 100 0
NWSn G_model 720 1300776 0 100 0
NWSn G_model 730 1480308 0 100 0
NWSn G_model 740 1492467 0 100 0
NWSn G_model 750 1671149 0 100 0
NWSn G_model 760 1716597 0 100 0
NWSn G_model 770 1804853 0 100 0
NWSn G_model 780 2001737 0 100 0
NWSn G_model 790 1783015 0 100 0
NWSn G_model 800 5220846 0 100 0
NWSn G_model 810 1533509 0 100 0
NWSn G_model 820 1522242 0 100 0
NWSn G_model 830 1687792 0 100 0
NWSn G_model 840 1664021 0 100 0
NWSn G_model 850 1817191 0 100 0
NWSn G_model 860 1824302 0 100 0
NWSn G_model 870 1866953 0 100 0
NWSn G_model 880 2027902 0 100 0
NWSn G_model 890 1743907 0 100 0
NWSn G_model 900 5068566 0 100 0
NWSn G_model 910 1343511 0 100 0
NWSn G_model 920 1320653 0 100 0
NWSn G_model 930 1435546 0 100 0
NWSn G_model 940 1396166 0 100 0
NWSn G_model 950 1494164 0 100 0
NWSn G_model 960 1476785 0 100 0
NWSn G_model 970 1476636 0 100 0
NWSn G_model 980 1583740 0 100 0
NWSn G_model 990 1318412 0 100 0
NWSn G_model 1000 3893382 0 100 0
NWSn G_model 1010 927251 0 100 0
NWSn G_model 1020 898035 0 100 0
NWSn G_model 1030 967692 0 100 0
NWSn G_model 1040 929915 0 100 0
NWSn G_model 1050 980167 0 100 0
NWSn G_model 1060 959402 0 100 0
NWSn G_model 1070 943788 0 100 0
NWSn G_model 1080 1004948 0 100 0
NWSn G_model 1090 811994 0 100 0
NWSn G_model 1100 2476066 0 100 0
NWSn G_model 1110 523487 0 100 0
NWSn G_model 1120 503680 0 100 0
NWSn G_model 1130 536547 0 100 0
NWSn G_model 1140 513264 0 100 0
NWSn G_model 1150 534093 0 100 0
NWSn G_model 1160 520497 0 100 0
NWSn G_model 1170 503960 0 100 0
NWSn G_model 1180 536803 0 100 0
NWSn G_model 1190 418385 0 100 0
NWSn G_model 1200 1351606 0 100 0
NWSn G_model 1210 250409 0 100 0
NWSn G_model 1220 240209 0 100 0
NWSn G_model 1230 255055 0 100 0
NWSn G_model 1240 242479 0 100 0
NWSn G_model 1250 250659 0 100 0
NWSn G_model 1260 244219 0 100 0
NWSn G_model 1270 231966 0 100 0
NWSn G_model 1280 248321 0 100 0
NWSn G_model 1290 188033 0 100 0
NWSn G_model 1300 646159 0 100 0
NWSn G_model 1310 103442 0 100 0
NWSn G_model 1320 99554 0 100 0
NWSn G_model 1330 104755 0 100 0
NWSn G_model 1340 100530 0 100 0
NWSn G_model 1350 102552 0 100 0
NWSn G_model 1360 100447 0 100 0
NWSn G_model 1370 93975 0 100 0
NWSn G_model 1380 102026 0 100 0
NWSn G_model 1390 74454 0 100 0
NWSn G_model 1400 276444 0 100 0
NWSn G_model 1410 38410 0 100 0
NWSn G_model 1420 36239 0 100 0
NWSn G_model 1430 38783 0 100 0
NWSn G_model 1440 36869 0 100 0
NWSn G_model 1450 37689 0 100 0
NWSn G_model 1460 37016 0 100 0
NWSn G_model 1470 33936 0 100 0
NWSn G_model 1480 37283 0 100 0
NWSn G_model 1490 26444 0 100 0
NWSn G_model 1500 107629 0 100 0
NWSn G_model 1510 12753 0 100 0
NWSn G_model 1520 12008 0 100 0
NWSn G_model 1530 12848 0 100 0
NWSn G_model 1540 12158 0 100 0
NWSn G_model 1550 12210 0 100 0
NWSn G_model 1560 12423 0 100 0
NWSn G_model 1570 11095 0 100 0
NWSn G_model 1580 12466 0 100 0
NWSn G_model 1590 8717 0 100 0
NWSn G_model 1600 38309 0 100 0
NWSn G_model 1610 3840 0 100 0
NWSn G_model 1620 3670 0 100 0
NWSn G_model 1630 3774 0 100 0
NWSn G_model 1640 3809 0 100 0
NWSn G_model 1650 3725 0 100 0
NWSn G_model 1660 3809 0 100 0
NWSn G_model 1670 3328 0 100 0
NWSn G_model 1680 3904 0 100 0
NWSn G_model 1690 2561 0 100 0
NWSn G_model 1700 12607 0 100 0
NWSn G_model 1710 1051 0 100 0
NWSn G_model 1720 995 0 100 0
NWSn G_model 1730 1080 0 100 0
NWSn G_model 1740 978 0 100 0
NWSn G_model 1750 1033 0 100 0
NWSn G_model 1760 1067 0 100 0
NWSn G_model 1770 916 0 100 0
NWSn G_model 1780 1175 0 100 0
NWSn G_model 1790 669 0 100 0
NWSn G_model 1800 3893 0 100 0
NWSn G_model 1810 289 0 100 0
NWSn G_model 1820 271 0 100 0
NWSn G_model 1830 288 0 100 0
NWSn G_model 1840 286 0 100 0
NWSn G_model 1850 282 0 100 0
NWSn G_model 1860 268 0 100 0
NWSn G_model 1870 246 0 100 0
NWSn G_model 1880 299 0 100 0
NWSn G_model 1890 172 0 100 0
NWSn G_model 1900 1155 0 100 0
NWSn G_model 1910 60 0 100 0
NWSn G_model 1920 55 0 100 0
NWSn G_model 1930 54 0 100 0
NWSn G_model 1940 69 0 100 0
NWSn G_model 1950 52 0 100 0
NWSn G_model 1960 68 0 100 0
NWSn G_model 1970 55 0 100 0
NWSn G_model 1980 84 0 100 0
NWSn G_model 1990 46 0 100 0
NWSn G_model 2000 309 0 100 0
NWSn G_model 2010 11 0 100 0
NWSn G_model 2020 16 0 100 0
NWSn G_model 2030 8 0 100 0
NWSn G_model 2040 17 0 100 0
NWSn G_model 2050 13 0 100 0
NWSn G_model 2060 16 0 100 0
NWSn G_model 2070 15 0 100 0
NWSn G_model 2080 25 0 100 0
NWSn G_model 2090 8 0 100 0
NWSn G_model 2100 90 0 100 0
NWSn G_model 2110 1 0 100 0
NWSn G_model 2120 2 0 100 0
NWSn G_model 2130 3 0 100 0
NWSn G_model 2140 3 0 100 0
NWSn G_model 2150 4 0 100 0
NWSn G_model 2160 1 0 100 0
NWSn G_model 2170 2 0 100 0
NWSn G_model 2180 4 0 100 0
NWSn G_model 2190 1 0 100 0
NWSn G_model 2200 17 0 100 0
NWSn G_model 2240 1 0 100 0
NWSn G_model 2250 2 0 100 0
NWSn G_model 2280 2 0 100 0
NWSn G_model 2300 4 0 100 0
NWSn G_model 2350 1 0 100 0
NWSn G_model 2360 1 0 100 0
NWSn G_model 2400 1 0 100 0
NWSn G_model 2500 1 0 100 0
NWSn P_model 0 1 0 100 0
NWSn P_model 50 1 0 100 0
NWSn P_model 60 1 0 100 0
NWSn P_model 80 2 0 100 0
NWSn P_model 100 10 0 100 0
NWSn P_model 110 6 0 100 0
NWSn P_model 120 9 0 100 0
NWSn P_model 130 13 0 100 0
NWSn P_model 140 9 0 100 0
NWSn P_model 150 19 0 100 0
NWSn P_model 160 30 0 100 0
NWSn P_model 170 45 0 100 0
NWSn P_model 180 67 0 100 0
NWSn P_model 190 79 0 100 0
NWSn P_model 200 693 0 100 0
NWSn P_model 210 276 0 100 0
NWSn P_model 220 337 0 100 0
NWSn P_model 230 506 0 100 0
NWSn P_model 240 652 0 100 0
NWSn P_model 250 843 0 100 0
NWSn P_model 260 1204 0 100 0
NWSn P_model 270 1490 0 100 0
NWSn P_model 280 2261 0 100 0
NWSn P_model 290 2556 0 100 0
NWSn P_model 300 15342 0 100 0
NWSn P_model 310 6372 0 100 0
NWSn P_model 320 7419 0 100 0
NWSn P_model 330 10078 0 100 0
NWSn P_model 340 11803 0 100 0
NWSn P_model 350 15607 0 100 0
NWSn P_model 360 19745 0 100 0
NWSn P_model 370 23871 0 100 0
NWSn P_model 380 33553 0 100 0
NWSn P_model 390 34908 0 100 0
NWSn P_model 400 160330 0 100 0
NWSn P_model 410 61377 0 100 0
NWSn P_model 420 68463 0 100 0
NWSn P_model 430 87085 0 100 0
NWSn P_model 440 98424 0 100 0
NWSn P_model 450 122613 0 100 0
NWSn P_model 460 144010 0 100 0
NWSn P_model 470 168188 0 100 0
NWSn P_model 480 215633 0 100 0
NWSn P_model 490 212251 0 100 0
NWSn P_model 500 812977 0 100 0
NWSn P_model 510 290785 0 100 0
NWSn P_model 520 310624 0 100 0
NWSn P_model 530 378259 0 100 0
NWSn P_model 540 404964 0 100 0
NWSn P_model 550 484899 0 100 0
NWSn P_model 560 535007 0 100 0
NWSn P_model 570 598733 0 100 0
NWSn P_model 580 721528 0 100 0
NWSn P_model 590 683724 0 100 0
NWSn P_model 600 2312227 0 100 0
NWSn P_model 610 767946 0 100 0
NWSn P_model 620 791788 0 100 0
NWSn P_model 630 930475 0 100 0
NWSn P_model 640 960021 0 100 0
NWSn P_model 650 1107053 0 100 0
NWSn P_model 660 1169926 0 100 0
NWSn P_model 670 1261740 0 100 0
NWSn P_model 680 1453835 0 100 0
NWSn P_model 690 1325546 0 100 0
NWSn P_model 700 4162747 0 100 0
NWSn P_model 710 1276895 0 100 0
NWSn P_model 720 1288306 0 100 0
NWSn P_model 730 1465563 0 100 0
NWSn P_model 740 1473503 0 100 0
NWSn P_model 750 1646039 0 100 0
NWSn P_model 760 1689066 0 100 0
NWSn P_model 770 1769778 0 100 0
NWSn P_model 780 1969391 0 100 0
NWSn P_model 790 1738806 0 100 0
NWSn P_model 800 5244461 0 100 0
NWSn P_model 810 1483328 0 100 0
NWSn P_model 820 1470651 0 100 0
NWSn P_model 830 1630852 0 100 0
NWSn P_model 840 1609166 0 100 0
NWSn P_model 850 1752770 0 100 0
NWSn P_model 860 1763306 0 100 0
NWSn P_model 870 1801440 0 100 0
NWSn P_model 880 1960933 0 100 0
NWSn P_model 890 1676727 0 100 0
NWSn P_model 900 4994745 0 100 0
NWSn P_model 910 1287560 0 100 0
NWSn P_model 920 1263042 0 100 0
NWSn P_model 930 1379269 0 100 0
NWSn P_model 940 1340109 0 100 0
NWSn P_model 950 1432875 0 100 0
NWSn P_model 960 1421435 0 100 0
NWSn P_model 970 1422002 0 100 0
NWSn P_model 980 1529659 0 100 0
NWSn P_model 990 1269631 0 100 0
NWSn P_model 1000 3817101 0 100 0
NWSn P_model 1010 892240 0 100 0
NWSn P_model 1020 866682 0 100 0
NWSn P_model 1030 933388 0 100 0
NWSn P_model 1040 899194 0 100 0
NWSn P_model 1050 946911 0 100 0
NWSn P_model 1060 930422 0 100 0
NWSn P_model 1070 914794 0 100 0
NWSn P_model 1080 978127 0 100 0
NWSn P_model 1090 787208 0 100 0
NWSn P_model 1100 2435508 0 100 0
NWSn P_model 1110 510005 0 100 0
NWSn P_model 1120 493465 0 100 0
NWSn P_model 1130 526448 0 100 0
NWSn P_model 1140 504429 0 100 0
NWSn P_model 1150 525914 0 100 0
NWSn P_model 1160 512680 0 100 0
NWSn P_model 1170 497672 0 100 0
NWSn P_model 1180 530077 0 100 0
NWSn P_model 1190 416054 0 100 0
NWSn P_model 1200 1338883 0 100 0
NWSn P_model 1210 248977 0 100 0
NWSn P_model 1220 240353 0 100 0
NWSn P_model 1230 255535 0 100 0
NWSn P_model 1240 243273 0 100 0
NWSn P_model 1250 250978 0 100 0
NWSn P_model 1260 245222 0 100 0
NWSn P_model 1270 233756 0 100 0
NWSn P_model 1280 251649 0 100 0
NWSn P_model 1290 191488 0 100 0
NWSn P_model 1300 650630 0 100 0
NWSn P_model 1310 106938 0 100 0
NWSn P_model 1320 102550 0 100 0
NWSn P_model 1330 108601 0 100 0
NWSn P_model 1340 103292 0 100 0
NWSn P_model 1350 106450 0 100 0
NWSn P_model 1360 103596 0 100 0
NWSn P_model 1370 98037 0 100 0
NWSn P_model 1380 105458 0 100 0
NWSn P_model 1390 78094 0 100 0
NWSn P_model 1400 283078 0 100 0
NWSn P_model 1410 40447 0 100 0
NWSn P_model 1420 39348 0 100 0
NWSn P_model 1430 41480 0 100 0
NWSn P_model 1440 39441 0 100 0
NWSn P_model 1450 40069 0 100 0
NWSn P_model 1460 39461 0 100 0
NWSn P_model 1470 36750 0 100 0
NWSn P_model 1480 40205 0 100 0
NWSn P_model 1490 28282 0 100 0
NWSn P_model 1500 112156 0 100 0
NWSn P_model 1510 13921 0 100 0
NWSn P_model 1520 13421 0 100 0
NWSn P_model 1530 14108 0 100 0
NWSn P_model 1540 13878 0 100 0
NWSn P_model 1550 13790 0 100 0
NWSn P_model 1560 13736 0 100 0
NWSn P_model 1570 12409 0 100 0
NWSn P_model 1580 14096 0 100 0
NWSn P_model 1590 9655 0 100 0
NWSn P_model 1600 41289 0 100 0
NWSn P_model 1610 4390 0 100 0
NWSn P_model 1620 4264 0 100 0
NWSn P_model 1630 4480 0 100 0
NWSn P_model 1640 4331 0 100 0
NWSn P_model 1650 4294 0 100 0
NWSn P_model 1660 4372 0 100 0
NWSn P_model 1670 3897 0 100 0
NWSn P_model 1680 4524 0 100 0
NWSn P_model 1690 2898 0 100 0
NWSn P_model 1700 13917 0 100 0
NWSn P_model 1710 1288 0 100 0
NWSn P_model 1720 1227 0 100 0
NWSn P_model 1730 1287 0 100 0
NWSn P_model 1740 1286 0 100 0
NWSn P_model 1750 1235 0 100 0
NWSn P_model 1760 1331 0 100 0
NWSn P_model 1770 1117 0 100 0
NWSn P_model 1780 1363 0 100 0
NWSn P_model 1790 876 0 100 0
NWSn P_model 1800 4448 0 100 0
NWSn P_model 1810 349 0 100 0
NWSn P_model 1820 314 0 100 0
NWSn P_model 1830 360 0 100 0
NWSn P_model 1840 361 0 100 0
NWSn P_model 1850 360 0 100 0
NWSn P_model 1860 359 0 100 0
NWSn P_model 1870 283 0 100 0
NWSn P_model 1880 352 0 100 0
NWSn P_model 1890 257 0 100 0
NWSn P_model 1900 1343 0 100 0
NWSn P_model 1910 95 0 100 0
NWSn P_model 1920 76 0 100 0
NWSn P_model 1930 58 0 100 0
NWSn P_model 1940 83 0 100 0
NWSn P_model 1950 92 0 100 0
NWSn P_model 1960 90 0 100 0
NWSn P_model 1970 93 0 100 0
NWSn P_model 1980 84 0 100 0
NWSn P_model 1990 53 0 100 0
NWSn P_model 2000 357 0 100 0
NWSn P_model 2010 23 0 100 0
NWSn P_model 2020 12 0 100 0
NWSn P_model 2030 27 0 100 0
NWSn P_model 2040 21 0 100 0
NWSn P_model 2050 17 0 100 0
NWSn P_model 2060 24 0 100 0
NWSn P_model 2070 15 0 100 0
NWSn P_model 2080 13 0 100 0
NWSn P_model 2090 16 0 100 0
NWSn P_model 2100 101 0 100 0
NWSn P_model 2110 6 0 100 0
NWSn P_model 2130 4 0 100 0
NWSn P_model 2140 6 0 100 0
NWSn P_model 2150 10 0 100 0
NWSn P_model 2160 6 0 100 0
NWSn P_model 2170 4 0 100 0
NWSn P_model 2180 6 0 100 0
NWSn P_model 2190 6 0 100 0
NWSn P_model 2200 23 0 100 0
NWSn P_model 2210 1 0 100 0
NWSn P_model 2240 1 0 100 0
NWSn P_model 2260 2 0 100 0
NWSn P_model 2270 2 0 100 0
NWSn P_model 2280 3 0 100 0
NWSn P_model 2300 6 0 100 0
NWSn P_model 2350 2 0 100 0
NWSn P_model 2370 1 0 100 0
NWSn P_model 2400 3 0 100 0
NWSn P_model 2480 1 0 100 0
NWSn P_model 2500 1 0 100 0
NWSn F_model 0 1 0 100 0
NWSn F_model 40 2 0 100 0
NWSn F_model 50 1 0 100 0
NWSn F_model 60 1 0 100 0
NWSn F_model 70 1 0 100 0
NWSn F_model 90 1 0 100 0
NWSn F_model 100 18 0 100 0
NWSn F_model 110 10 0 100 0
NWSn F_model 120 3 0 100 0
NWSn F_model 130 10 0 100 0
NWSn F_model 140 18 0 100 0
NWSn F_model 150 22 0 100 0
NWSn F_model 160 36 0 100 0
NWSn F_model 170 57 0 100 0
NWSn F_model 180 65 0 100 0
NWSn F_model 190 96 0 100 0
NWSn F_model 200 763 0 100 0
NWSn F_model 210 336 0 100 0
NWSn F_model 220 368 0 100 0
NWSn F_model 230 548 0 100 0
NWSn F_model 240 691 0 100 0
NWSn F_model 250 926 0 100 0
NWSn F_model 260 1331 0 100 0
NWSn F_model 270 1657 0 100 0
NWSn F_model 280 2539 0 100 0
NWSn F_model 290 2661 0 100 0
NWSn F_model 300 16586 0 100 0
NWSn F_model 310 6625 0 100 0
NWSn F_model 320 7594 0 100 0
NWSn F_model 330 10354 0 100 0
NWSn F_model 340 12373 0 100 0
NWSn F_model 350 16326 0 100 0
NWSn F_model 360 20477 0 100 0
NWSn F_model 370 25000 0 100 0
NWSn F_model 380 35020 0 100 0
NWSn F_model 390 35634 0 100 0
NWSn F_model 400 165894 0 100 0
NWSn F_model 410 62984 0 100 0
NWSn F_model 420 69714 0 100 0
NWSn F_model 430 89848 0 100 0
NWSn F_model 440 100004 0 100 0
NWSn F_model 450 124836 0 100 0
NWSn F_model 460 146705 0 100 0
NWSn F_model 470 171011 0 100 0
NWSn F_model 480 218395 0 100 0
NWSn F_model 490 216178 0 100 0
NWSn F_model 500 825668 0 100 0
NWSn F_model 510 295055 0 100 0
NWSn F_model 520 312641 0 100 0
NWSn F_model 530 381708 0 100 0
NWSn F_model 540 407977 0 100 0
NWSn F_model 550 487550 0 100 0
NWSn F_model 560 537322 0 100 0
NWSn F_model 570 600898 0 100 0
NWSn F_model 580 724477 0 100 0
NWSn F_model 590 684927 0 100 0
NWSn F_model 600 2324248 0 100 0
NWSn F_model 610 768188 0 100 0
NWSn F_model 620 792890 0 100 0
NWSn F_model 630 930571 0 100 0
NWSn F_model 640 958950 0 100 0
NWSn F_model 650 1103003 0 100 0
NWSn F_model 660 1169731 0 100 0
NWSn F_model 670 1260835 0 100 0
NWSn F_model 680 1449410 0 100 0
NWSn F_model 690 1322010 0 100 0
NWSn F_model 700 4155142 0 100 0
NWSn F_model 710 1271425 0 100 0
NWSn F_model 720 1282100 0 100 0
NWSn F_model 730 1457517 0 100 0
NWSn F_model 740 1467355 0 100 0
NWSn F_model 750 1636858 0 100 0
NWSn F_model 760 1682320 0 100 0
NWSn F_model 770 1764538 0 100 0
NWSn F_model 780 1962788 0 100 0
NWSn F_model 790 1726999 0 100 0
NWSn F_model 800 5226944 0 100 0
NWSn F_model 810 1474048 0 100 0
NWSn F_model 820 1460333 0 100 0
NWSn F_model 830 1623809 0 100 0
NWSn F_model 840 1598972 0 100 0
NWSn F_model 850 1744989 0 100 0
NWSn F_model 860 1754406 0 100 0
NWSn F_model 870 1794254 0 100 0
NWSn F_model 880 1955233 0 100 0
NWSn F_model 890 1668895 0 100 0
NWSn F_model 900 4983612 0 100 0
NWSn F_model 910 1285983 0 100 0
NWSn F_model 920 1260072 0 100 0
NWSn F_model 930 1374885 0 100 0
NWSn F_model 940 1336305 0 100 0
NWSn F_model 950 1431428 0 100 0
NWSn F_model 960 1417728 0 100 0
NWSn F_model 970 1420888 0 100 0
NWSn F_model 980 1526293 0 100 0
NWSn F_model 990 1264877 0 100 0
NWSn F_model 1000 3814058 0 100 0
NWSn F_model 1010 891475 0 100 0
NWSn F_model 1020 866719 0 100 0
NWSn F_model 1030 932907 0 100 0
NWSn F_model 1040 901909 0 100 0
NWSn F_model 1050 951197 0 100 0
NWSn F_model 1060 931717 0 100 0
NWSn F_model 1070 916980 0 100 0
NWSn F_model 1080 979992 0 100 0
NWSn F_model 1090 789748 0 100 0
NWSn F_model 1100 2440869 0 100 0
NWSn F_model 1110 514609 0 100 0
NWSn F_model 1120 494696 0 100 0
NWSn F_model 1130 530584 0 100 0
NWSn F_model 1140 506935 0 100 0
NWSn F_model 1150 529787 0 100 0
NWSn F_model 1160 516060 0 100 0
NWSn F_model 1170 501027 0 100 0
NWSn F_model 1180 534800 0 100 0
NWSn F_model 1190 419527 0 100 0
NWSn F_model 1200 1346040 0 100 0
NWSn F_model 1210 252824 0 100 0
NWSn F_model 1220 243556 0 100 0
NWSn F_model 1230 258277 0 100 0
NWSn F_model 1240 247004 0 100 0
NWSn F_model 1250 254239 0 100 0
NWSn F_model 1260 247809 0 100 0
NWSn F_model 1270 236915 0 100 0
NWSn F_model 1280 254079 0 100 0
NWSn F_model 1290 194301 0 100 0
NWSn F_model 1300 656682 0 100 0
NWSn F_model 1310 108274 0 100 0
NWSn F_model 1320 104846 0 100 0
NWSn F_model 1330 110161 0 100 0
NWSn F_model 1340 105917 0 100 0
NWSn F_model 1350 108389 0 100 0
NWSn F_model 1360 105699 0 100 0
NWSn F_model 1370 99712 0 100 0
NWSn F_model 1380 107938 0 100 0
NWSn F_model 1390 80317 0 100 0
NWSn F_model 1400 287239 0 100 0
NWSn F_model 1410 41824 0 100 0
NWSn F_model 1420 39926 0 100 0
NWSn F_model 1430 42454 0 100 0
NWSn F_model 1440 40601 0 100 0
NWSn F_model 1450 41225 0 100 0
NWSn F_model 1460 40909 0 100 0
NWSn F_model 1470 37724 0 100 0
NWSn F_model 1480 41290 0 100 0
NWSn F_model 1490 29801 0 100 0
NWSn F_model 1500 114821 0 100 0
NWSn F_model 1510 14353 0 100 0
NWSn F_model 1520 13847 0 100 0
NWSn F_model 1530 14694 0 100 0
NWSn F_model 1540 14213 0 100 0
NWSn F_model 1550 14255 0 100 0
NWSn F_model 1560 14091 0 100 0
NWSn F_model 1570 12838 0 100 0
NWSn F_model 1580 14459 0 100 0
NWSn F_model 1590 10185 0 100 0
NWSn F_model 1600 42198 0 100 0
NWSn F_model 1610 4544 0 100 0
NWSn F_model 1620 4500 0 100 0
NWSn F_model 1630 4650 0 100 0
NWSn F_model 1640 4427 0 100 0
NWSn F_model 1650 4616 0 100 0
NWSn F_model 1660 4526 0 100 0
NWSn F_model 1670 4070 0 100 0
NWSn F_model 1680 4678 0 100 0
NWSn F_model 1690 3168 0 100 0
NWSn F_model 1700 14212 0 100 0
NWSn F_model 1710 1312 0 100 0
NWSn F_model 1720 1306 0 100 0
NWSn F_model 1730 1402 0 100 0
NWSn F_model 1740 1350 0 100 0
NWSn F_model 1750 1352 0 100 0
NWSn F_model 1760 1367 0 100 0
NWSn F_model 1770 1179 0 100 0
NWSn F_model 1780 1423 0 100 0
NWSn F_model 1790 927 0 100 0
NWSn F_model 1800 4614 0 100 0
NWSn F_model 1810 321 0 100 0
NWSn F_model 1820 332 0 100 0
NWSn F_model 1830 368 0 100 0
NWSn F_model 1840 380 0 100 0
NWSn F_model 1850 373 0 100 0
NWSn F_model 1860 373 0 100 0
NWSn F_model 1870 350 0 100 0
NWSn F_model 1880 365 0 100 0
NWSn F_model 1890 285 0 100 0
NWSn F_model 1900 1323 0 100 0
NWSn F_model 1910 87 0 100 0
NWSn F_model 1920 98 0 100 0
NWSn F_model 1930 93 0 100 0
NWSn F_model 1940 99 0 100 0
NWSn F_model 1950 108 0 100 0
NWSn F_model 1960 93 0 100 0
NWSn F_model 1970 77 0 100 0
NWSn F_model 1980 88 0 100 0
NWSn F_model 1990 59 0 100 0
NWSn F_model 2000 400 0 100 0
NWSn F_model 2010 24 0 100 0
NWSn F_model 2020 23 0 100 0
NWSn F_model 2030 24 0 100 0
NWSn F_model 2040 14 0 100 0
NWSn F_model 2050 27 0 100 0
NWSn F_model 2060 22 0 100 0
NWSn F_model 2070 19 0 100 0
NWSn F_model 2080 28 0 100 0
NWSn F_model 2090 16 0 100 0
NWSn F_model 2100 114 0 100 0
NWSn F_model 2110 14 0 100 0
NWSn F_model 2120 3 0 100 0
NWSn F_model 2130 3 0 100 0
NWSn F_model 2140 7 0 100 0
NWSn F_model 2160 4 0 100 0
NWSn F_model 2170 6 0 100 0
NWSn F_model 2180 7 0 100 0
NWSn F_model 2190 3 0 100 0
NWSn F_model 2200 26 0 100 0
NWSn F_model 2210 1 0 100 0
NWSn F_model 2230 1 0 100 0
NWSn F_model 2260 3 0 100 0
NWSn F_model 2270 2 0 100 0
NWSn F_model 2280 2 0 100 0
NWSn F_model 2290 1 0 100 0
NWSn F_model 2300 10 0 100 0
NWSn F_model 2330 2 0 100 0
NWSn F_model 2350 1 0 100 0
NWSn F_model 2410 1 0 100 0
NWSn T_model 160 1 0 100 0
NWSn T_model 180 3 0 100 0
NWSn T_model 190 5 0 100 0
NWSn T_model 200 30 0 100 0
NWSn T_model 210 21 0 100 0
NWSn T_model 220 26 0 100 0
NWSn T_model 230 42 0 100 0
NWSn T_model 240 71 0 100 0
NWSn T_model 250 117 0 100 0
NWSn T_model 260 175 0 100 0
NWSn T_model 270 245 0 100 0
NWSn T_model 280 390 0 100 0
NWSn T_model 290 481 0 100 0
NWSn T_model 300 2852 0 100 0
NWSn T_model 310 1615 0 100 0
NWSn T_model 320 1978 0 100 0
NWSn T_model 330 2871 0 100 0
NWSn T_model 340 3667 0 100 0
NWSn T_model 350 5148 0 100 0
NWSn T_model 360 6746 0 100 0
NWSn T_model 370 9000 0 100 0
NWSn T_model 380 13159 0 100 0
NWSn T_model 390 14495 0 100 0
NWSn T_model 400 62864 0 100 0
NWSn T_model 410 29331 0 100 0
NWSn T_model 420 34036 0 100 0
NWSn T_model 430 45447 0 100 0
NWSn T_model 440 53118 0 100 0
NWSn T_model 450 68992 0 100 0
NWSn T_model 460 83826 0 100 0
NWSn T_model 470 101140 0 100 0
NWSn T_model 480 132435 0 100 0
NWSn T_model 490 138681 0 100 0
NWSn T_model 500 494096 0 100 0
NWSn T_model 510 204867 0 100 0
NWSn T_model 520 225317 0 100 0
NWSn T_model 530 278540 0 100 0
NWSn T_model 540 306029 0 100 0
NWSn T_model 550 372917 0 100 0
NWSn T_model 560 420694 0 100 0
NWSn T_model 570 481548 0 100 0
NWSn T_model 580 583437 0 100 0
NWSn T_model 590 574972 0 100 0
NWSn T_model 600 1809736 0 100 0
NWSn T_model 610 677358 0 100 0
NWSn T_model 620 711374 0 100 0
NWSn T_model 630 840482 0 100 0
NWSn T_model 640 880492 0 100 0
NWSn T_model 650 1022633 0 100 0
NWSn T_model 660 1094396 0 100 0
NWSn T_model 670 1197017 0 100 0
NWSn T_model 680 1376949 0 100 0
NWSn T_model 690 1288410 0 100 0
NWSn T_model 700 3779678 0 100 0
NWSn T_model 710 1281415 0 100 0
